order_id,date,region,category,unit_price,quantity,discount,revenue
ORD-0311,2023-04-23 22:52:15.135135,North,Electronics,1353.44,1,0.1,1218.1
ORD-0312,2023-04-24 07:36:56.216216,North,Food & Beverage,10.77,3,0.0,32.31
ORD-0313,2023-04-24 16:21:37.297297,East,Clothing,57.41,2,0.2,91.86
ORD-0314,2023-04-25 01:06:18.378378,South,Electronics,199.05,1,0.05,189.1
ORD-0315,2023-04-25 09:50:59.459459,North,Clothing,158.22,7,0.05,1052.16
ORD-0316,2023-04-25 18:35:40.540540,North,Clothing,177.99,5,0.0,889.95
ORD-0317,2023-04-26 03:20:21.621621,South,Food & Beverage,18.04,1,0.0,18.04
ORD-0318,2023-04-26 12:05:02.702702,North,Clothing,127.93,6,0.05,729.2
ORD-0319,2023-04-26 20:49:43.783783,West,Clothing,39.37,5,0.0,196.85
ORD-0320,2023-04-27 05:34:24.864864,South,Food & Beverage,37.41,3,0.0,112.23
ORD-0321,2023-04-27 14:19:05.945945,South,Clothing,174.28,7,0.2,975.97
ORD-0322,2023-04-27 23:03:47.027027,South,Clothing,195.48,9,0.0,1759.32
ORD-0323,2023-04-28 07:48:28.108108,West,Clothing,164.05,9,0.2,1181.16
ORD-0324,2023-04-28 16:33:09.189189,South,Electronics,1328.05,9,0.0,11952.45
ORD-0325,2023-04-29 01:17:50.270270,West,Electronics,85.94,2,0.2,137.5
ORD-0326,2023-04-29 10:02:31.351351,South,Electronics,1118.02,3,0.1,3018.65
ORD-0327,2023-04-29 18:47:12.432432,East,Food & Beverage,15.29,7,0.0,107.03
ORD-0328,2023-04-30 03:31:53.513513,North,Sports,279.8,5,0.0,1399.0
ORD-0329,2023-04-30 12:16:34.594594,East,Clothing,162.42,2,0.0,324.84
ORD-0330,2023-04-30 21:01:15.675675,North,Clothing,174.17,3,0.0,522.51
ORD-0331,2023-05-01 05:45:56.756756,West,Food & Beverage,33.0,6,0.0,198.0
ORD-0332,2023-05-01 14:30:37.837837,East,Clothing,60.69,7,0.1,382.35
ORD-0333,2023-05-01 23:15:18.918918,South,Electronics,1191.69,9,0.0,10725.21
ORD-0334,2023-05-02 08:00:00.000000,North,Sports,39.56,1,0.15,33.63
ORD-0335,2023-05-02 16:44:41.081081,North,Furniture,528.41,7,0.0,3698.87
ORD-0336,2023-05-03 01:29:22.162162,East,Clothing,173.13,8,0.0,1385.04
ORD-0337,2023-05-03 10:14:03.243243,West,Electronics,372.53,3,0.15,949.95
ORD-0338,2023-05-03 18:58:44.324324,East,Furniture,497.29,4,0.0,1989.16
ORD-0339,2023-05-04 03:43:25.405405,West,Sports,142.41,6,0.0,854.46
ORD-0340,2023-05-04 12:28:06.486486,West,Furniture,210.91,7,0.2,1181.1
ORD-0341,2023-05-04 21:12:47.567567,North,Electronics,1203.25,4,0.05,4572.35
ORD-0342,2023-05-05 05:57:28.648648,East,Furniture,167.45,8,0.0,1339.6
ORD-0343,2023-05-05 14:42:09.729729,East,Food & Beverage,3.88,5,0.05,18.43
ORD-0344,2023-05-05 23:26:50.810810,West,Furniture,148.15,1,0.15,125.93
ORD-0345,2023-05-06 08:11:31.891891,East,Clothing,72.37,4,0.0,289.48
ORD-0346,2023-05-06 16:56:12.972972,South,Clothing,174.23,3,0.1,470.42
ORD-0347,2023-05-07 01:40:54.054054,South,Food & Beverage,38.77,9,0.0,348.93
ORD-0348,2023-05-07 10:25:35.135135,East,Electronics,454.73,8,0.1,3274.06
ORD-0349,2023-05-07 19:10:16.216216,East,Clothing,131.88,1,0.15,112.1
ORD-0350,2023-05-08 03:54:57.297297,West,Sports,124.71,6,0.0,748.26
ORD-0351,2023-05-08 12:39:38.378378,South,Clothing,196.42,9,0.15,1502.61
ORD-0352,2023-05-08 21:24:19.459459,South,Clothing,111.88,7,0.0,783.16
ORD-0353,2023-05-09 06:09:00.540540,North,Electronics,1411.89,4,0.0,5647.56
ORD-0354,2023-05-09 14:53:41.621621,West,Furniture,104.59,1,0.0,104.59
ORD-0355,2023-05-09 23:38:22.702702,North,Clothing,194.38,2,0.15,330.45
ORD-0356,2023-05-10 08:23:03.783783,South,Food & Beverage,9.61,5,0.05,45.65
ORD-0357,2023-05-10 17:07:44.864864,West,Furniture,579.02,5,0.0,2895.1
ORD-0358,2023-05-11 01:52:25.945945,East,Sports,85.52,8,0.0,684.16
ORD-0359,2023-05-11 10:37:07.027027,West,Electronics,207.18,6,0.0,1243.08
ORD-0360,2023-05-11 19:21:48.108108,East,Sports,134.89,8,0.2,863.3
ORD-0361,2023-05-12 04:06:29.189189,East,Furniture,447.99,2,0.1,806.38
ORD-0362,2023-05-12 12:51:10.270270,West,Furniture,215.66,3,0.2,517.58
ORD-0363,2023-05-12 21:35:51.351351,East,Furniture,379.48,6,0.0,2276.88
ORD-0364,2023-05-13 06:20:32.432432,North,Sports,157.34,3,0.1,424.82
ORD-0365,2023-05-13 15:05:13.513513,South,Furniture,255.71,6,0.1,1380.83
ORD-0366,2023-05-13 23:49:54.594594,East,Sports,176.36,6,0.15,899.44
ORD-0367,2023-05-14 08:34:35.675675,North,Furniture,182.64,2,0.0,365.28
ORD-0368,2023-05-14 17:19:16.756756,East,Food & Beverage,29.23,7,0.2,163.69
ORD-0369,2023-05-15 02:03:57.837837,South,Furniture,40.95,2,0.2,65.52
ORD-0370,2023-05-15 10:48:38.918918,North,Sports,278.27,6,0.0,1669.62
ORD-0371,2023-05-15 19:33:20.000000,South,Clothing,112.31,1,0.2,89.85
ORD-0372,2023-05-16 04:18:01.081081,South,Furniture,442.88,3,0.0,1328.64
ORD-0373,2023-05-16 13:02:42.162162,North,Clothing,150.97,2,0.15,256.65
ORD-0374,2023-05-16 21:47:23.243243,North,Food & Beverage,27.81,7,0.05,184.94
ORD-0375,2023-05-17 06:32:04.324324,North,Electronics,578.12,4,0.1,2081.23
ORD-0376,2023-05-17 15:16:45.405405,West,Food & Beverage,5.59,8,0.15,38.01
ORD-0377,2023-05-18 00:01:26.486486,North,Furniture,411.97,6,0.0,2471.82
ORD-0378,2023-05-18 08:46:07.567567,North,Clothing,72.74,4,0.0,290.96
ORD-0379,2023-05-18 17:30:48.648648,North,Clothing,69.64,5,0.05,330.79
ORD-0380,2023-05-19 02:15:29.729729,North,Sports,255.62,9,0.0,2300.58
ORD-0381,2023-05-19 11:00:10.810810,East,Clothing,146.75,7,0.1,924.52
ORD-0382,2023-05-19 19:44:51.891891,West,Sports,95.69,9,0.2,688.97
ORD-0383,2023-05-20 04:29:32.972972,South,Electronics,498.46,7,0.0,3489.22
ORD-0384,2023-05-20 13:14:14.054054,North,Furniture,268.7,1,0.1,241.83
ORD-0385,2023-05-20 21:58:55.135135,East,Sports,125.5,8,0.15,853.4
ORD-0386,2023-05-21 06:43:36.216216,East,Electronics,478.7,4,0.0,1914.8
ORD-0387,2023-05-21 15:28:17.297297,East,Clothing,34.18,3,0.15,87.16
ORD-0388,2023-05-22 00:12:58.378378,South,Clothing,89.88,7,0.05,597.7
ORD-0389,2023-05-22 08:57:39.459459,North,Electronics,1413.53,3,0.05,4028.56
ORD-0390,2023-05-22 17:42:20.540540,West,Clothing,138.69,8,0.0,1109.52
ORD-0391,2023-05-23 02:27:01.621621,West,Electronics,1359.07,6,0.0,8154.42
ORD-0392,2023-05-23 11:11:42.702702,East,Sports,187.73,5,0.0,938.65
ORD-0393,2023-05-23 19:56:23.783783,South,Sports,95.88,4,0.05,364.34
ORD-0394,2023-05-24 04:41:04.864864,South,Electronics,844.51,8,0.05,6418.28
ORD-0395,2023-05-24 13:25:45.945945,South,Sports,8.12,8,0.2,51.97
ORD-0396,2023-05-24 22:10:27.027027,West,Sports,91.78,1,0.0,91.78
ORD-0397,2023-05-25 06:55:08.108108,East,Sports,133.53,9,0.2,961.42
ORD-0398,2023-05-25 15:39:49.189189,North,Food & Beverage,24.46,5,0.2,97.84
ORD-0399,2023-05-26 00:24:30.270270,West,Furniture,406.64,4,0.0,1626.56
ORD-0400,2023-05-26 09:09:11.351351,East,Clothing,98.35,6,0.0,590.1
ORD-0401,2023-05-26 17:53:52.432432,East,Food & Beverage,19.36,6,0.0,116.16
ORD-0402,2023-05-27 02:38:33.513513,North,Sports,70.4,2,0.0,140.8
ORD-0403,2023-05-27 11:23:14.594594,North,Electronics,736.12,8,0.15,5005.62
ORD-0404,2023-05-27 20:07:55.675675,North,Sports,271.14,7,0.05,1803.08
ORD-0405,2023-05-28 04:52:36.756756,South,Furniture,485.77,1,0.05,461.48
ORD-0406,2023-05-28 13:37:17.837837,North,Sports,57.55,5,0.0,287.75
ORD-0407,2023-05-28 22:21:58.918918,East,Electronics,172.95,6,0.2,830.16
ORD-0408,2023-05-29 07:06:40.000000,North,Furniture,328.65,4,0.0,1314.6
ORD-0409,2023-05-29 15:51:21.081081,East,Sports,192.82,2,0.05,366.36
ORD-0410,2023-05-30 00:36:02.162162,West,Furniture,227.71,4,0.1,819.76
ORD-0411,2023-05-30 09:20:43.243243,South,Clothing,165.5,1,0.2,132.4
ORD-0412,2023-05-30 18:05:24.324324,West,Clothing,152.72,7,0.05,1015.59
ORD-0413,2023-05-31 02:50:05.405405,West,Sports,204.46,2,0.1,368.03
ORD-0414,2023-05-31 11:34:46.486486,East,Furniture,165.8,2,0.0,331.6
ORD-0415,2023-05-31 20:19:27.567567,West,Electronics,338.74,9,0.0,3048.66
ORD-0416,2023-06-01 05:04:08.648648,East,Sports,15.13,5,0.2,60.52
ORD-0417,2023-06-01 13:48:49.729729,North,Clothing,56.52,2,0.05,107.39
ORD-0418,2023-06-01 22:33:30.810810,North,Clothing,100.28,9,0.0,902.52
ORD-0419,2023-06-02 07:18:11.891891,East,Sports,256.12,9,0.1,2074.57
ORD-0420,2023-06-02 16:02:52.972972,North,Furniture,80.78,1,0.0,80.78
ORD-0421,2023-06-03 00:47:34.054054,South,Clothing,88.74,3,0.05,252.91
ORD-0422,2023-06-03 09:32:15.135135,West,Furniture,392.67,4,0.0,1570.68
ORD-0423,2023-06-03 18:16:56.216216,South,Clothing,46.94,7,0.05,312.15
ORD-0424,2023-06-04 03:01:37.297297,West,Clothing,142.31,4,0.0,569.24
ORD-0425,2023-06-04 11:46:18.378378,North,Food & Beverage,21.29,2,0.0,42.58
ORD-0426,2023-06-04 20:30:59.459459,South,Clothing,56.36,7,0.2,315.62
ORD-0427,2023-06-05 05:15:40.540540,North,Electronics,1001.28,6,0.2,4806.14
ORD-0428,2023-06-05 14:00:21.621621,West,Sports,9.62,3,0.0,28.86
ORD-0429,2023-06-05 22:45:02.702702,East,Sports,227.28,6,0.15,1159.13
ORD-0430,2023-06-06 07:29:43.783783,East,Furniture,471.23,6,0.0,2827.38
ORD-0431,2023-06-06 16:14:24.864864,South,Clothing,30.25,5,0.0,151.25
ORD-0432,2023-06-07 00:59:05.945945,North,Electronics,666.46,4,0.0,2665.84
ORD-0433,2023-06-07 09:43:47.027027,North,Furniture,138.5,1,0.15,117.72
ORD-0434,2023-06-07 18:28:28.108108,South,Food & Beverage,38.44,6,0.1,207.58
ORD-0435,2023-06-08 03:13:09.189189,East,Furniture,330.06,2,0.0,660.12
ORD-0436,2023-06-08 11:57:50.270270,West,Furniture,68.12,3,0.05,194.14
ORD-0437,2023-06-08 20:42:31.351351,South,Clothing,57.35,8,0.05,435.86
ORD-0438,2023-06-09 05:27:12.432432,West,Food & Beverage,34.39,6,0.15,175.39
ORD-0439,2023-06-09 14:11:53.513513,East,Furniture,295.62,3,0.0,886.86
ORD-0440,2023-06-09 22:56:34.594594,North,Electronics,1212.05,7,0.2,6787.48
ORD-0441,2023-06-10 07:41:15.675675,East,Electronics,1017.99,4,0.05,3868.36
ORD-0442,2023-06-10 16:25:56.756756,South,Sports,296.46,9,0.0,2668.14
ORD-0443,2023-06-11 01:10:37.837837,North,Food & Beverage,25.03,5,0.1,112.64
ORD-0444,2023-06-11 09:55:18.918918,South,Food & Beverage,38.15,3,0.0,114.45
ORD-0445,2023-06-11 18:40:00.000000,South,Sports,268.3,2,0.1,482.94
ORD-0446,2023-06-12 03:24:41.081081,East,Furniture,383.09,2,0.15,651.25
ORD-0447,2023-06-12 12:09:22.162162,South,Food & Beverage,29.61,3,0.0,88.83
ORD-0448,2023-06-12 20:54:03.243243,East,Electronics,781.93,2,0.0,1563.86
ORD-0449,2023-06-13 05:38:44.324324,North,Electronics,1254.33,4,0.0,5017.32
ORD-0450,2023-06-13 14:23:25.405405,East,Clothing,114.1,2,0.1,205.38
ORD-0451,2023-06-13 23:08:06.486486,North,Food & Beverage,36.2,9,0.05,309.51
ORD-0452,2023-06-14 07:52:47.567567,East,Furniture,456.45,2,0.0,912.9
ORD-0453,2023-06-14 16:37:28.648648,West,Sports,146.6,9,0.0,1319.4
ORD-0454,2023-06-15 01:22:09.729729,West,Sports,83.68,6,0.15,426.77
ORD-0455,2023-06-15 10:06:50.810810,South,Furniture,178.45,1,0.15,151.68
ORD-0456,2023-06-15 18:51:31.891891,East,Clothing,131.16,4,0.0,524.64
ORD-0457,2023-06-16 03:36:12.972972,East,Sports,231.62,1,0.0,231.62
ORD-0458,2023-06-16 12:20:54.054054,North,Food & Beverage,22.29,6,0.0,133.74
ORD-0459,2023-06-16 21:05:35.135135,South,Clothing,129.08,4,0.0,516.32
ORD-0460,2023-06-17 05:50:16.216216,East,Food & Beverage,13.16,3,0.0,39.48
ORD-0461,2023-06-17 14:34:57.297297,South,Electronics,162.35,3,0.15,413.99
ORD-0462,2023-06-17 23:19:38.378378,West,Clothing,64.29,9,0.0,578.61
ORD-0463,2023-06-18 08:04:19.459459,East,Sports,87.34,6,0.1,471.64
ORD-0464,2023-06-18 16:49:00.540540,East,Clothing,70.74,9,0.2,509.33
ORD-0465,2023-06-19 01:33:41.621621,South,Clothing,112.63,5,0.1,506.84
ORD-0466,2023-06-19 10:18:22.702702,East,Clothing,36.29,2,0.15,61.69
ORD-0467,2023-06-19 19:03:03.783783,South,Clothing,53.94,8,0.0,431.52
ORD-0468,2023-06-20 03:47:44.864864,East,Food & Beverage,28.68,5,0.1,129.06
ORD-0469,2023-06-20 12:32:25.945945,North,Electronics,1074.31,2,0.0,2148.62
ORD-0470,2023-06-20 21:17:07.027027,South,Furniture,75.97,4,0.1,273.49
ORD-0471,2023-06-21 06:01:48.108108,East,Clothing,87.44,9,0.1,708.26
ORD-0472,2023-06-21 14:46:29.189189,West,Sports,166.44,4,0.0,665.76
ORD-0473,2023-06-21 23:31:10.270270,East,Clothing,89.0,4,0.05,338.2
ORD-0474,2023-06-22 08:15:51.351351,West,Sports,68.4,2,0.1,123.12
ORD-0475,2023-06-22 17:00:32.432432,West,Food & Beverage,18.55,6,0.0,111.3
ORD-0476,2023-06-23 01:45:13.513513,North,Sports,272.21,2,0.2,435.54
ORD-0477,2023-06-23 10:29:54.594594,South,Furniture,367.08,7,0.15,2184.13
ORD-0478,2023-06-23 19:14:35.675675,East,Electronics,1058.51,3,0.05,3016.75
ORD-0479,2023-06-24 03:59:16.756756,North,Sports,258.17,3,0.0,774.51
ORD-0480,2023-06-24 12:43:57.837837,East,Sports,231.55,5,0.05,1099.86
ORD-0481,2023-06-24 21:28:38.918918,West,Electronics,601.55,3,0.0,1804.65
ORD-0482,2023-06-25 06:13:20.000000,South,Furniture,43.3,2,0.0,86.6
ORD-0483,2023-06-25 14:58:01.081081,East,Clothing,76.83,9,0.1,622.32
ORD-0484,2023-06-25 23:42:42.162162,East,Sports,228.01,2,0.1,410.42
ORD-0485,2023-06-26 08:27:23.243243,West,Electronics,1287.5,2,0.0,2575.0
ORD-0486,2023-06-26 17:12:04.324324,East,Food & Beverage,38.28,8,0.2,244.99
ORD-0487,2023-06-27 01:56:45.405405,East,Electronics,657.58,9,0.15,5030.49
ORD-0488,2023-06-27 10:41:26.486486,West,Food & Beverage,30.66,7,0.05,203.89
ORD-0489,2023-06-27 19:26:07.567567,North,Furniture,345.83,3,0.0,1037.49
ORD-0490,2023-06-28 04:10:48.648648,West,Clothing,124.62,9,0.1,1009.42
ORD-0491,2023-06-28 12:55:29.729729,North,Electronics,369.78,3,0.15,942.94
ORD-0492,2023-06-28 21:40:10.810810,South,Sports,72.07,5,0.05,342.33
ORD-0493,2023-06-29 06:24:51.891891,North,Furniture,284.07,9,0.1,2300.97
ORD-0494,2023-06-29 15:09:32.972972,North,Electronics,92.09,3,0.1,248.64
ORD-0495,2023-06-29 23:54:14.054054,South,Sports,106.15,7,0.0,743.05
ORD-0496,2023-06-30 08:38:55.135135,North,Electronics,1034.76,1,0.0,1034.76
ORD-0497,2023-06-30 17:23:36.216216,West,Food & Beverage,17.96,4,0.1,64.66
ORD-0498,2023-07-01 02:08:17.297297,North,Electronics,289.31,4,0.0,1157.24
ORD-0499,2023-07-01 10:52:58.378378,South,Electronics,727.72,7,0.1,4584.64
ORD-0500,2023-07-01 19:37:39.459459,West,Electronics,235.06,8,0.15,1598.41
ORD-0501,2023-07-02 04:22:20.540540,South,Furniture,388.46,1,0.1,349.61
ORD-0502,2023-07-02 13:07:01.621621,South,Electronics,89.1,5,0.0,445.5
ORD-0503,2023-07-02 21:51:42.702702,East,Sports,123.05,7,0.2,689.08
ORD-0504,2023-07-03 06:36:23.783783,East,Food & Beverage,23.88,4,0.0,95.52
ORD-0505,2023-07-03 15:21:04.864864,South,Food & Beverage,4.0,4,0.0,16.0
ORD-0506,2023-07-04 00:05:45.945945,South,Electronics,981.99,4,0.0,3927.96
ORD-0507,2023-07-04 08:50:27.027027,South,Furniture,115.99,6,0.0,695.94
ORD-0508,2023-07-04 17:35:08.108108,East,Furniture,298.55,7,0.1,1880.86
ORD-0509,2023-07-05 02:19:49.189189,East,Sports,22.68,2,0.0,45.36
ORD-0510,2023-07-05 11:04:30.270270,North,Electronics,599.7,5,0.0,2998.5
ORD-0511,2023-07-05 19:49:11.351351,North,Food & Beverage,10.83,4,0.0,43.32
ORD-0512,2023-07-06 04:33:52.432432,South,Furniture,223.03,3,0.1,602.18
ORD-0513,2023-07-06 13:18:33.513513,West,Electronics,1153.78,7,0.15,6864.99
ORD-0514,2023-07-06 22:03:14.594594,West,Furniture,252.31,6,0.2,1211.09
ORD-0515,2023-07-07 06:47:55.675675,East,Furniture,461.13,7,0.05,3066.51
ORD-0516,2023-07-07 15:32:36.756756,East,Food & Beverage,33.78,5,0.1,152.01
ORD-0517,2023-07-08 00:17:17.837837,East,Clothing,57.93,6,0.05,330.2
ORD-0518,2023-07-08 09:01:58.918918,South,Sports,31.92,5,0.0,159.6
ORD-0519,2023-07-08 17:46:40.000000,West,Sports,13.66,7,0.2,76.5
ORD-0520,2023-07-09 02:31:21.081081,North,Food & Beverage,22.96,2,0.05,43.62
ORD-0521,2023-07-09 11:16:02.162162,South,Furniture,599.95,5,0.0,2999.75
ORD-0522,2023-07-09 20:00:43.243243,North,Electronics,557.44,6,0.0,3344.64
ORD-0523,2023-07-10 04:45:24.324324,North,Furniture,404.08,6,0.05,2303.26
ORD-0524,2023-07-10 13:30:05.405405,South,Food & Beverage,31.91,5,0.2,127.64
ORD-0525,2023-07-10 22:14:46.486486,North,Sports,198.31,7,0.1,1249.35
ORD-0526,2023-07-11 06:59:27.567567,West,Furniture,462.37,8,0.0,3698.96
ORD-0527,2023-07-11 15:44:08.648648,North,Sports,285.29,7,0.1,1797.33
ORD-0528,2023-07-12 00:28:49.729729,West,Electronics,339.07,5,0.2,1356.28
ORD-0529,2023-07-12 09:13:30.810810,West,Sports,13.95,1,0.0,13.95
ORD-0530,2023-07-12 17:58:11.891891,West,Sports,52.5,5,0.0,262.5
ORD-0531,2023-07-13 02:42:52.972972,East,Clothing,33.98,2,0.05,64.56
ORD-0532,2023-07-13 11:27:34.054054,North,Clothing,137.2,5,0.0,686.0
ORD-0533,2023-07-13 20:12:15.135135,South,Clothing,117.15,5,0.1,527.18
ORD-0534,2023-07-14 04:56:56.216216,South,Sports,71.65,2,0.0,143.3
ORD-0535,2023-07-14 13:41:37.297297,North,Food & Beverage,28.88,5,0.0,144.4
ORD-0536,2023-07-14 22:26:18.378378,East,Sports,231.93,4,0.05,881.33
ORD-0537,2023-07-15 07:10:59.459459,East,Food & Beverage,9.21,1,0.0,9.21
ORD-0538,2023-07-15 15:55:40.540540,West,Food & Beverage,25.47,3,0.15,64.95
ORD-0539,2023-07-16 00:40:21.621621,North,Clothing,152.11,1,0.0,152.11
ORD-0540,2023-07-16 09:25:02.702702,North,Furniture,104.14,5,0.0,520.7
ORD-0541,2023-07-16 18:09:43.783783,South,Electronics,1237.99,4,0.0,4951.96
ORD-0542,2023-07-17 02:54:24.864864,North,Clothing,193.3,7,0.1,1217.79
ORD-0543,2023-07-17 11:39:05.945945,East,Clothing,30.54,5,0.2,122.16
ORD-0544,2023-07-17 20:23:47.027027,North,Furniture,54.38,4,0.1,195.77
ORD-0545,2023-07-18 05:08:28.108108,South,Electronics,502.34,2,0.05,954.45
ORD-0546,2023-07-18 13:53:09.189189,West,Sports,205.79,4,0.1,740.84
ORD-0547,2023-07-18 22:37:50.270270,South,Sports,287.79,2,0.0,575.58
ORD-0548,2023-07-19 07:22:31.351351,South,Clothing,85.36,8,0.1,614.59
ORD-0549,2023-07-19 16:07:12.432432,West,Electronics,1086.77,3,0.05,3097.29
ORD-0550,2023-07-20 00:51:53.513513,South,Clothing,24.44,9,0.15,186.97
ORD-0551,2023-07-20 09:36:34.594594,South,Food & Beverage,28.55,4,0.0,114.2
ORD-0552,2023-07-20 18:21:15.675675,North,Clothing,129.18,6,0.2,620.06
ORD-0553,2023-07-21 03:05:56.756756,North,Clothing,29.36,5,0.0,146.8
ORD-0554,2023-07-21 11:50:37.837837,West,Sports,233.56,1,0.1,210.2
ORD-0555,2023-07-21 20:35:18.918918,North,Sports,256.29,9,0.0,2306.61
ORD-0556,2023-07-22 05:20:00.000000,North,Sports,183.32,1,0.0,183.32
ORD-0557,2023-07-22 14:04:41.081081,South,Food & Beverage,7.48,8,0.15,50.86
ORD-0558,2023-07-22 22:49:22.162162,East,Sports,295.28,9,0.1,2391.77
ORD-0559,2023-07-23 07:34:03.243243,North,Electronics,1184.82,9,0.2,8530.7
ORD-0560,2023-07-23 16:18:44.324324,East,Furniture,234.43,1,0.05,222.71
ORD-0561,2023-07-24 01:03:25.405405,North,Electronics,671.15,2,0.15,1140.96
ORD-0562,2023-07-24 09:48:06.486486,North,Electronics,587.33,1,0.1,528.6
ORD-0563,2023-07-24 18:32:47.567567,West,Sports,155.74,2,0.15,264.76
ORD-0564,2023-07-25 03:17:28.648648,West,Furniture,231.09,8,0.0,1848.72
ORD-0565,2023-07-25 12:02:09.729729,West,Furniture,515.76,5,0.2,2063.04
ORD-0566,2023-07-25 20:46:50.810810,East,Furniture,500.51,7,0.05,3328.39
ORD-0567,2023-07-26 05:31:31.891891,South,Food & Beverage,6.9,2,0.1,12.42
ORD-0568,2023-07-26 14:16:12.972972,North,Sports,288.55,8,0.0,2308.4
ORD-0569,2023-07-26 23:00:54.054054,North,Furniture,395.93,6,0.05,2256.8
ORD-0570,2023-07-27 07:45:35.135135,North,Food & Beverage,33.66,8,0.0,269.28
ORD-0571,2023-07-27 16:30:16.216216,East,Clothing,144.39,1,0.15,122.73
ORD-0572,2023-07-28 01:14:57.297297,West,Clothing,92.74,1,0.0,92.74
ORD-0573,2023-07-28 09:59:38.378378,South,Food & Beverage,30.15,7,0.05,200.5
ORD-0574,2023-07-28 18:44:19.459459,East,Food & Beverage,38.72,8,0.15,263.3
ORD-0575,2023-07-29 03:29:00.540540,West,Sports,86.86,3,0.0,260.58
ORD-0576,2023-07-29 12:13:41.621621,East,Sports,243.99,5,0.0,1219.95
ORD-0577,2023-07-29 20:58:22.702702,South,Clothing,112.25,1,0.0,112.25
ORD-0578,2023-07-30 05:43:03.783783,West,Furniture,310.76,7,0.0,2175.32
ORD-0579,2023-07-30 14:27:44.864864,East,Clothing,92.76,5,0.05,440.61
ORD-0580,2023-07-30 23:12:25.945945,South,Furniture,449.37,8,0.05,3415.21
ORD-0581,2023-07-31 07:57:07.027027,North,Furniture,190.3,8,0.05,1446.28
ORD-0582,2023-07-31 16:41:48.108108,South,Sports,256.7,9,0.15,1963.75
ORD-0583,2023-08-01 01:26:29.189189,North,Electronics,1254.56,7,0.2,7025.54
ORD-0584,2023-08-01 10:11:10.270270,East,Electronics,175.66,1,0.2,140.53
ORD-0585,2023-08-01 18:55:51.351351,West,Food & Beverage,35.62,3,0.0,106.86
ORD-0586,2023-08-02 03:40:32.432432,West,Sports,79.21,8,0.05,602.0
ORD-0587,2023-08-02 12:25:13.513513,East,Furniture,300.24,3,0.15,765.61
ORD-0588,2023-08-02 21:09:54.594594,West,Electronics,934.98,8,0.0,7479.84
ORD-0589,2023-08-03 05:54:35.675675,West,Furniture,252.23,1,0.0,252.23
ORD-0590,2023-08-03 14:39:16.756756,North,Electronics,91.61,5,0.15,389.34
ORD-0591,2023-08-03 23:23:57.837837,East,Electronics,1283.88,4,0.2,4108.42
ORD-0592,2023-08-04 08:08:38.918918,South,Electronics,313.67,5,0.2,1254.68
ORD-0593,2023-08-04 16:53:20.000000,North,Sports,69.94,8,0.0,559.52
ORD-0594,2023-08-05 01:38:01.081081,East,Clothing,161.59,4,0.0,646.36
ORD-0595,2023-08-05 10:22:42.162162,North,Furniture,230.59,4,0.0,922.36
ORD-0596,2023-08-05 19:07:23.243243,South,Sports,265.05,3,0.0,795.15
ORD-0597,2023-08-06 03:52:04.324324,South,Sports,212.75,7,0.0,1489.25
ORD-0598,2023-08-06 12:36:45.405405,East,Sports,88.67,3,0.0,266.01
ORD-0599,2023-08-06 21:21:26.486486,South,Sports,10.96,3,0.0,32.88
ORD-0600,2023-08-07 06:06:07.567567,North,Sports,284.83,5,0.1,1281.73
ORD-0601,2023-08-07 14:50:48.648648,South,Food & Beverage,6.17,5,0.15,26.22
ORD-0602,2023-08-07 23:35:29.729729,North,Furniture,443.24,6,0.0,2659.44
ORD-0603,2023-08-08 08:20:10.810810,North,Sports,150.66,8,0.0,1205.28
ORD-0604,2023-08-08 17:04:51.891891,South,Furniture,464.57,6,0.05,2648.05
ORD-0605,2023-08-09 01:49:32.972972,East,Food & Beverage,28.55,1,0.0,28.55
ORD-0606,2023-08-09 10:34:14.054054,West,Food & Beverage,26.9,8,0.2,172.16
ORD-0607,2023-08-09 19:18:55.135135,South,Furniture,314.86,8,0.2,2015.1
ORD-0608,2023-08-10 04:03:36.216216,North,Electronics,1199.75,9,0.2,8638.2
ORD-0609,2023-08-10 12:48:17.297297,North,Clothing,27.68,9,0.05,236.66
ORD-0610,2023-08-10 21:32:58.378378,South,Electronics,371.31,2,0.2,594.1
ORD-0611,2023-08-11 06:17:39.459459,East,Electronics,1053.09,2,0.1,1895.56
ORD-0612,2023-08-11 15:02:20.540540,East,Electronics,494.0,3,0.0,1482.0
ORD-0613,2023-08-11 23:47:01.621621,North,Sports,177.81,1,0.2,142.25
ORD-0614,2023-08-12 08:31:42.702702,North,Food & Beverage,20.51,4,0.0,82.04
ORD-0615,2023-08-12 17:16:23.783783,East,Electronics,819.84,4,0.05,3115.39
ORD-0616,2023-08-13 02:01:04.864864,West,Food & Beverage,18.74,9,0.1,151.79
ORD-0617,2023-08-13 10:45:45.945945,South,Furniture,457.72,9,0.0,4119.48
ORD-0618,2023-08-13 19:30:27.027027,North,Clothing,72.85,9,0.0,655.65
ORD-0619,2023-08-14 04:15:08.108108,North,Furniture,433.6,7,0.0,3035.2
ORD-0620,2023-08-14 12:59:49.189189,East,Furniture,191.71,2,0.0,383.42
ORD-0621,2023-08-14 21:44:30.270270,South,Sports,81.41,5,0.0,407.05
ORD-0622,2023-08-15 06:29:11.351351,East,Clothing,32.92,4,0.2,105.34
